torneo,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,Valor_Local_USD_M,Valor_Visitante_USD_M,resultado
Campeonato 2021,7,Rosario Central,Huracan,1,4,67.0,3.0,13.0,20.0,4.0,33.0,7.0,16.0,11.0,7.0,3.0,5.0,0.0,1.0,21.825,26.525,V
Campeonato 2021,8,Atl Tucuman,River Plate,1,1,32.0,5.0,16.0,9.0,5.0,68.0,4.0,11.0,13.0,5.0,1.0,2.0,0.0,0.0,17.675,136.275,E
Campeonato 2021,9,Boca Juniors,Central Cordoba,8,1,73.0,13.0,25.0,8.0,7.0,27.0,5.0,8.0,9.0,2.0,0.0,0.0,0.0,1.0,110.275,13.65,L
Campeonato 2021,10,San Lorenzo de Almagro,Newells,3,2,63.0,9.0,24.0,19.0,11.0,37.0,4.0,11.0,8.0,3.0,6.0,4.0,1.0,2.0,52.35,27.625,L
Campeonato 2021,11,Defensa y Justicia,Lanus,2,1,43.0,3.0,10.0,8.0,4.0,57.0,6.0,21.0,9.0,7.0,4.0,2.0,1.0,0.0,45.075,54.725,L
Campeonato 2021,12,Talleres,Independiente,1,2,59.0,8.0,22.0,17.0,10.0,41.0,2.0,8.0,11.0,1.0,3.0,3.0,0.0,0.0,48.575,53.675,V
Campeonato 2021,13,Banfield,Arsenal de Sarandi,0,0,58.0,5.0,18.0,10.0,13.0,42.0,2.0,11.0,14.0,4.0,2.0,2.0,0.0,0.0,35.925,12.45,E
Campeonato 2022,1,Barracas Central,Central Cordoba,1,1,45.0,5.0,9.0,12.0,6.0,55.0,6.0,12.0,20.0,4.0,2.0,5.0,0.0,0.0,7.025,10.725,E
Campeonato 2022,2,Atl Tucuman,Colon,1,1,52.0,4.0,19.0,13.0,2.0,48.0,3.0,7.0,13.0,4.0,5.0,4.0,1.0,0.0,15.825,43.575,E
Campeonato 2022,3,San Lorenzo de Almagro,Independiente,1,1,46.0,3.0,11.0,11.0,9.0,54.0,4.0,17.0,7.0,5.0,1.0,2.0,1.0,0.0,30.95,37.525,E
Campeonato 2022,4,Banfield,Newells,1,2,59.0,3.0,12.0,6.0,12.0,41.0,3.0,11.0,15.0,4.0,1.0,3.0,0.0,0.0,29.85,32.275,V
Campeonato 2022,5,Patronato,Velez Sarsfield,1,1,39.0,7.0,15.0,20.0,3.0,61.0,5.0,9.0,17.0,2.0,1.0,2.0,0.0,0.0,9.5,50.96,E
Campeonato 2022,6,Platense,Godoy Cruz,2,1,51.0,6.0,11.0,12.0,11.0,49.0,3.0,15.0,10.0,5.0,2.0,2.0,0.0,0.0,14.45,25.2,L
Campeonato 2022,7,Racing Club,Huracan,2,0,62.0,9.0,21.0,10.0,4.0,38.0,1.0,7.0,12.0,3.0,5.0,4.0,0.0,1.0,62.375,24.75,L
Campeonato 2022,8,Talleres,Sarmiento,2,0,58.0,5.0,20.0,11.0,7.0,42.0,2.0,9.0,11.0,4.0,3.0,4.0,0.0,1.0,50.15,12.075,L
Campeonato 2022,9,Union,Tigre,1,2,52.0,2.0,13.0,13.0,11.0,48.0,4.0,10.0,15.0,1.0,2.0,2.0,0.0,0.0,19.525,19.85,V
Campeonato 2022,10,Estudiantes de La Plata,Gimnasia y Esgrima La Plata,1,1,52.0,5.0,17.0,11.0,4.0,48.0,6.0,10.0,11.0,3.0,2.0,3.0,0.0,0.0,44.7,18.025,E
Campeonato 2022,11,Boca Juniors,Arsenal de Sarandi,2,1,63.0,8.0,17.0,12.0,10.0,37.0,2.0,6.0,14.0,1.0,2.0,2.0,0.0,0.0,108.145,11.875,L
Campeonato 2022,12,Defensa y Justicia,River Plate,0,0,44.0,5.0,9.0,14.0,0.0,56.0,2.0,9.0,15.0,3.0,3.0,2.0,0.0,0.0,40.2,142.6,E
Campeonato 2022,13,Rosario Central,Lanus,0,0,38.0,1.0,14.0,10.0,4.0,62.0,3.0,11.0,9.0,5.0,2.0,2.0,1.0,0.0,23.9,47.775,E
Campeonato 2022,14,Argentinos Juniors,Aldosivi,2,1,50.0,3.0,12.0,10.0,3.0,50.0,4.0,15.0,12.0,6.0,1.0,3.0,0.0,0.0,29.35,11.825,L
Campeonato 2022,1,Newells,San Lorenzo de Almagro,0,0,50.0,4.0,18.0,12.0,4.0,50.0,0.0,4.0,8.0,1.0,1.0,4.0,1.0,0.0,32.275,30.95,E
Campeonato 2022,2,Gimnasia y Esgrima La Plata,Patronato,2,0,45.0,5.0,14.0,9.0,7.0,55.0,2.0,12.0,22.0,11.0,3.0,5.0,0.0,1.0,18.025,9.5,L
Campeonato 2022,3,Aldosivi,Estudiantes de La Plata,0,1,52.0,4.0,17.0,14.0,3.0,48.0,2.0,15.0,11.0,5.0,5.0,0.0,1.0,0.0,11.825,44.7,V
Campeonato 2022,4,Lanus,Defensa y Justicia,1,1,63.0,4.0,13.0,11.0,5.0,37.0,3.0,5.0,9.0,1.0,2.0,1.0,0.0,1.0,47.775,40.2,E
Campeonato 2022,5,Independiente,Talleres,1,0,39.0,3.0,10.0,13.0,6.0,61.0,4.0,16.0,12.0,2.0,2.0,2.0,0.0,0.0,37.525,50.15,L
Campeonato 2022,6,Huracan,Rosario Central,2,0,42.0,3.0,13.0,8.0,7.0,58.0,2.0,8.0,7.0,6.0,2.0,6.0,0.0,0.0,24.75,23.9,L
Campeonato 2022,7,Tigre,Barracas Central,1,1,67.0,6.0,19.0,10.0,7.0,33.0,2.0,4.0,23.0,2.0,3.0,2.0,1.0,0.0,19.85,7.025,E
Campeonato 2022,8,Arsenal de Sarandi,Banfield,0,0,40.0,2.0,11.0,12.0,2.0,60.0,2.0,10.0,9.0,5.0,3.0,3.0,0.0,0.0,11.875,29.85,E
Campeonato 2022,9,Sarmiento,Argentinos Juniors,1,0,27.0,2.0,8.0,17.0,2.0,73.0,3.0,17.0,9.0,7.0,3.0,1.0,0.0,0.0,12.075,29.35,L
Campeonato 2022,10,River Plate,Atl Tucuman,0,0,73.0,8.0,21.0,5.0,11.0,27.0,1.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,142.6,15.825,E
Campeonato 2022,11,Colon,Union,2,2,60.0,6.0,24.0,10.0,7.0,40.0,5.0,9.0,12.0,2.0,2.0,2.0,1.0,1.0,43.575,19.525,E
Campeonato 2022,12,Godoy Cruz,Racing Club,2,0,34.0,6.0,13.0,20.0,1.0,66.0,2.0,11.0,9.0,2.0,5.0,0.0,1.0,1.0,25.2,62.375,L
Campeonato 2022,13,Velez Sarsfield,Platense,0,1,63.0,4.0,16.0,16.0,13.0,37.0,2.0,10.0,13.0,4.0,1.0,1.0,1.0,0.0,50.96,14.45,V
Campeonato 2022,14,Central Cordoba,Boca Juniors,1,0,29.0,7.0,14.0,16.0,4.0,71.0,2.0,18.0,4.0,10.0,3.0,0.0,0.0,0.0,10.725,108.145,L
Campeonato 2022,1,San Lorenzo de Almagro,Arsenal de Sarandi,3,3,52.0,4.0,10.0,9.0,5.0,48.0,6.0,13.0,12.0,5.0,1.0,1.0,0.0,0.0,30.95,11.875,E
Campeonato 2022,2,Patronato,Aldosivi,1,0,37.0,2.0,12.0,19.0,5.0,63.0,2.0,6.0,11.0,1.0,5.0,3.0,0.0,1.0,9.5,11.825,L
Campeonato 2022,3,Talleres,Newells,0,1,59.0,1.0,23.0,9.0,11.0,41.0,3.0,10.0,14.0,5.0,4.0,2.0,1.0,0.0,50.15,32.275,V
Campeonato 2022,4,Defensa y Justicia,Huracan,1,1,56.0,1.0,11.0,7.0,5.0,44.0,5.0,11.0,9.0,4.0,1.0,2.0,0.0,0.0,40.2,24.75,E
Campeonato 2022,5,Estudiantes de La Plata,Sarmiento,2,1,65.0,4.0,14.0,14.0,2.0,35.0,2.0,11.0,16.0,2.0,4.0,6.0,1.0,0.0,44.7,12.075,L
Campeonato 2022,6,Barracas Central,Union,1,2,58.0,5.0,19.0,7.0,3.0,42.0,5.0,15.0,15.0,5.0,2.0,2.0,0.0,0.0,7.025,19.525,V
Campeonato 2022,7,Banfield,Central Cordoba,2,1,51.0,3.0,10.0,16.0,3.0,49.0,6.0,16.0,9.0,4.0,2.0,3.0,0.0,0.0,29.85,10.725,L
Campeonato 2022,8,Atl Tucuman,Lanus,2,1,41.0,4.0,12.0,16.0,5.0,59.0,1.0,2.0,16.0,3.0,3.0,3.0,0.0,0.0,15.825,47.775,L
Campeonato 2022,9,Colon,River Plate,1,0,33.0,2.0,6.0,13.0,3.0,67.0,6.0,19.0,10.0,8.0,1.0,0.0,0.0,0.0,43.575,142.6,L
Campeonato 2022,10,Boca Juniors,Tigre,5,3,48.0,6.0,9.0,15.0,3.0,52.0,4.0,17.0,8.0,6.0,4.0,2.0,0.0,0.0,108.145,19.85,L
Campeonato 2022,11,Argentinos Juniors,Independiente,2,1,57.0,3.0,12.0,13.0,5.0,43.0,1.0,10.0,13.0,5.0,3.0,4.0,0.0,0.0,29.35,37.525,L
Campeonato 2022,12,Rosario Central,Godoy Cruz,1,0,56.0,5.0,13.0,12.0,11.0,44.0,1.0,9.0,12.0,2.0,1.0,2.0,0.0,1.0,23.9,25.2,L
Campeonato 2022,13,Platense,Gimnasia y Esgrima La Plata,1,1,49.0,4.0,9.0,11.0,7.0,51.0,5.0,15.0,11.0,6.0,3.0,2.0,0.0,0.0,14.45,18.025,E
Campeonato 2022,14,Racing Club,Velez Sarsfield,2,0,48.0,3.0,8.0,14.0,5.0,52.0,2.0,11.0,22.0,4.0,3.0,4.0,0.0,0.0,62.375,50.96,L
Campeonato 2022,1,Arsenal de Sarandi,Talleres,1,1,45.0,5.0,15.0,16.0,4.0,55.0,1.0,9.0,14.0,3.0,2.0,2.0,0.0,0.0,11.875,50.15,E
Campeonato 2022,2,Sarmiento,Patronato,3,1,45.0,8.0,23.0,17.0,10.0,55.0,4.0,9.0,15.0,2.0,3.0,4.0,0.0,2.0,12.075,9.5,L
Campeonato 2022,3,Tigre,Banfield,0,1,48.0,6.0,14.0,13.0,5.0,52.0,4.0,9.0,12.0,4.0,2.0,3.0,0.0,0.0,19.85,29.85,V
Campeonato 2022,4,Huracan,Atl Tucuman,0,0,58.0,1.0,14.0,9.0,5.0,42.0,1.0,5.0,17.0,5.0,1.0,6.0,0.0,0.0,24.75,15.825,E
Campeonato 2022,5,Lanus,Colon,1,0,58.0,9.0,16.0,12.0,8.0,42.0,0.0,12.0,16.0,3.0,1.0,4.0,1.0,0.0,47.775,43.575,L
Campeonato 2022,6,Union,River Plate,1,5,52.0,4.0,12.0,8.0,5.0,48.0,7.0,13.0,16.0,2.0,2.0,3.0,0.0,0.0,19.525,142.6,V
Campeonato 2022,7,Barracas Central,Boca Juniors,1,3,21.0,2.0,5.0,15.0,2.0,79.0,7.0,14.0,12.0,9.0,6.0,5.0,1.0,0.0,7.025,108.145,V
Campeonato 2022,8,Godoy Cruz,Defensa y Justicia,2,1,43.0,5.0,15.0,10.0,7.0,57.0,4.0,14.0,15.0,1.0,1.0,2.0,0.0,0.0,25.2,40.2,L
Campeonato 2022,9,Gimnasia y Esgrima La Plata,Racing Club,3,1,25.0,6.0,9.0,19.0,6.0,75.0,3.0,14.0,17.0,7.0,2.0,5.0,0.0,0.0,18.025,62.375,L
Campeonato 2022,10,Velez Sarsfield,Rosario Central,2,0,51.0,4.0,12.0,10.0,7.0,49.0,5.0,10.0,10.0,7.0,3.0,2.0,0.0,0.0,50.96,23.9,L
Campeonato 2022,11,Independiente,Estudiantes de La Plata,2,1,46.0,5.0,14.0,17.0,3.0,54.0,3.0,13.0,11.0,3.0,1.0,2.0,0.0,0.0,37.525,44.7,L
Campeonato 2022,12,Newells,Argentinos Juniors,1,0,28.0,6.0,12.0,13.0,4.0,72.0,2.0,15.0,12.0,9.0,3.0,5.0,0.0,0.0,32.275,29.35,L
Campeonato 2022,13,Aldosivi,Platense,0,0,60.0,2.0,11.0,9.0,7.0,40.0,6.0,11.0,12.0,7.0,2.0,2.0,1.0,0.0,11.825,14.45,E
Campeonato 2022,14,Central Cordoba,San Lorenzo de Almagro,0,2,56.0,3.0,12.0,10.0,4.0,44.0,5.0,14.0,12.0,6.0,3.0,2.0,0.0,0.0,10.725,30.95,V
Campeonato 2022,1,Rosario Central,Gimnasia y Esgrima La Plata,0,1,61.0,1.0,8.0,16.0,7.0,39.0,3.0,11.0,9.0,3.0,3.0,1.0,0.0,0.0,23.9,18.025,V
Campeonato 2022,2,Banfield,Barracas Central,1,1,66.0,6.0,22.0,12.0,9.0,34.0,1.0,4.0,13.0,1.0,1.0,4.0,0.0,0.0,29.85,7.025,E
Campeonato 2022,3,Boca Juniors,Union,1,2,70.0,4.0,11.0,17.0,4.0,30.0,2.0,6.0,16.0,4.0,4.0,3.0,1.0,0.0,108.145,19.525,V
Campeonato 2022,4,Defensa y Justicia,Velez Sarsfield,1,1,42.0,2.0,11.0,16.0,4.0,58.0,2.0,7.0,22.0,3.0,3.0,3.0,0.0,0.0,40.2,50.96,E
Campeonato 2022,5,Talleres,Central Cordoba,0,2,50.0,1.0,6.0,11.0,3.0,50.0,6.0,9.0,7.0,4.0,1.0,1.0,1.0,0.0,50.15,10.725,V
Campeonato 2022,6,Estudiantes de La Plata,Newells,0,2,61.0,3.0,18.0,14.0,5.0,39.0,5.0,9.0,16.0,1.0,2.0,3.0,0.0,0.0,44.7,32.275,V
Campeonato 2022,7,Colon,Huracan,0,1,56.0,2.0,7.0,11.0,3.0,44.0,4.0,6.0,16.0,1.0,1.0,2.0,0.0,0.0,43.575,24.75,V
Campeonato 2022,8,River Plate,Lanus,2,1,56.0,4.0,12.0,14.0,5.0,44.0,3.0,6.0,17.0,4.0,2.0,5.0,0.0,2.0,142.6,47.775,L
Campeonato 2022,9,San Lorenzo de Almagro,Tigre,1,1,45.0,5.0,11.0,12.0,6.0,55.0,4.0,8.0,12.0,2.0,1.0,3.0,0.0,0.0,30.95,19.85,E
Campeonato 2022,10,Platense,Sarmiento,0,0,59.0,5.0,19.0,18.0,4.0,41.0,5.0,7.0,14.0,4.0,4.0,4.0,0.0,0.0,14.45,12.075,E
Campeonato 2022,11,Racing Club,Aldosivi,5,0,65.0,7.0,15.0,12.0,5.0,35.0,1.0,16.0,13.0,2.0,1.0,3.0,0.0,0.0,62.375,11.825,L
Campeonato 2022,12,Argentinos Juniors,Arsenal de Sarandi,1,1,70.0,10.0,16.0,10.0,10.0,30.0,4.0,12.0,15.0,4.0,1.0,3.0,0.0,0.0,29.35,11.875,E
Campeonato 2022,13,Patronato,Independiente,3,1,22.0,5.0,7.0,9.0,2.0,78.0,6.0,19.0,8.0,11.0,4.0,4.0,1.0,0.0,9.5,37.525,L
Campeonato 2022,14,Atl Tucuman,Godoy Cruz,1,1,,,,,,,,,,,,,0.0,0.0,15.825,25.2,E
Campeonato 2022,1,Central Cordoba,Argentinos Juniors,1,2,40.0,1.0,4.0,9.0,0.0,60.0,4.0,13.0,6.0,7.0,5.0,2.0,0.0,0.0,10.725,29.35,V
Campeonato 2022,2,Boca Juniors,Banfield,0,3,66.0,5.0,13.0,11.0,7.0,34.0,5.0,11.0,20.0,1.0,3.0,2.0,0.0,0.0,108.145,29.85,V
Campeonato 2022,3,Tigre,Talleres,1,1,49.0,8.0,21.0,8.0,11.0,51.0,2.0,7.0,12.0,4.0,3.0,4.0,0.0,0.0,19.85,50.15,E
Campeonato 2022,4,Godoy Cruz,Colon,1,0,52.0,5.0,16.0,7.0,10.0,48.0,0.0,4.0,10.0,2.0,1.0,2.0,0.0,0.0,25.2,43.575,L
Campeonato 2022,5,Velez Sarsfield,Atl Tucuman,0,1,67.0,2.0,12.0,15.0,3.0,33.0,5.0,13.0,11.0,5.0,4.0,2.0,0.0,0.0,50.96,15.825,V
Campeonato 2022,6,Gimnasia y Esgrima La Plata,Defensa y Justicia,1,0,38.0,4.0,13.0,13.0,10.0,62.0,6.0,14.0,15.0,7.0,3.0,3.0,0.0,0.0,18.025,40.2,L
Campeonato 2022,7,Union,Lanus,3,0,37.0,7.0,11.0,16.0,2.0,63.0,3.0,16.0,16.0,5.0,1.0,3.0,0.0,1.0,19.525,47.775,L
Campeonato 2022,8,Barracas Central,San Lorenzo de Almagro,2,1,46.0,2.0,8.0,19.0,0.0,54.0,4.0,13.0,15.0,2.0,2.0,2.0,0.0,0.0,7.025,30.95,L
Campeonato 2022,9,Sarmiento,Racing Club,1,1,25.0,4.0,11.0,15.0,4.0,75.0,10.0,21.0,11.0,7.0,6.0,3.0,0.0,0.0,12.075,62.375,E
Campeonato 2022,10,Huracan,River Plate,3,2,44.0,7.0,10.0,15.0,6.0,56.0,3.0,12.0,17.0,2.0,2.0,2.0,0.0,1.0,24.75,142.6,L
Campeonato 2022,11,Arsenal de Sarandi,Estudiantes de La Plata,2,1,37.0,6.0,15.0,8.0,3.0,63.0,4.0,11.0,12.0,2.0,3.0,2.0,0.0,0.0,11.875,44.7,L
Campeonato 2022,12,Newells,Patronato,2,2,41.0,5.0,13.0,11.0,6.0,59.0,4.0,8.0,16.0,2.0,3.0,1.0,0.0,0.0,32.275,9.5,E
Campeonato 2022,13,Aldosivi,Rosario Central,2,1,46.0,4.0,11.0,18.0,5.0,54.0,5.0,13.0,14.0,6.0,2.0,3.0,0.0,0.0,11.825,23.9,L
Campeonato 2022,14,Independiente,Platense,1,3,66.0,5.0,13.0,16.0,4.0,34.0,8.0,14.0,11.0,5.0,3.0,2.0,0.0,0.0,37.525,14.45,V
Campeonato 2022,1,Rosario Central,Sarmiento,1,0,71.0,5.0,23.0,11.0,11.0,29.0,3.0,6.0,9.0,0.0,0.0,2.0,0.0,1.0,23.9,12.075,L
Campeonato 2022,2,Patronato,Arsenal de Sarandi,0,1,63.0,3.0,19.0,10.0,7.0,37.0,3.0,9.0,15.0,4.0,2.0,3.0,0.0,0.0,9.5,11.875,V
Campeonato 2022,3,San Lorenzo de Almagro,Boca Juniors,2,1,30.0,7.0,14.0,15.0,5.0,70.0,2.0,9.0,13.0,4.0,3.0,4.0,0.0,0.0,30.95,108.145,L
Campeonato 2022,4,Banfield,Union,2,3,64.0,7.0,19.0,9.0,12.0,36.0,5.0,8.0,8.0,2.0,1.0,4.0,0.0,0.0,29.85,19.525,V
Campeonato 2022,5,Platense,Newells,1,1,48.0,4.0,12.0,12.0,3.0,52.0,2.0,9.0,14.0,5.0,1.0,2.0,0.0,0.0,14.45,32.275,E
Campeonato 2022,6,Talleres,Barracas Central,0,2,72.0,5.0,14.0,16.0,3.0,28.0,6.0,10.0,13.0,2.0,2.0,2.0,0.0,0.0,50.15,7.025,V
Campeonato 2022,7,Estudiantes de La Plata,Central Cordoba,2,2,59.0,6.0,21.0,10.0,4.0,41.0,4.0,11.0,13.0,2.0,2.0,2.0,0.0,0.0,44.7,10.725,E
Campeonato 2022,8,Racing Club,Independiente,1,0,49.0,4.0,14.0,18.0,4.0,51.0,4.0,16.0,19.0,2.0,3.0,6.0,0.0,0.0,62.375,37.525,L
Campeonato 2022,9,Atl Tucuman,Gimnasia y Esgrima La Plata,2,0,47.0,5.0,12.0,15.0,7.0,53.0,3.0,7.0,14.0,4.0,3.0,3.0,0.0,0.0,15.825,18.025,L
Campeonato 2022,10,Lanus,Huracan,2,3,57.0,6.0,12.0,7.0,3.0,43.0,4.0,8.0,18.0,4.0,2.0,3.0,0.0,0.0,47.775,24.75,V
Campeonato 2022,11,River Plate,Godoy Cruz,0,2,69.0,8.0,18.0,11.0,9.0,31.0,4.0,8.0,11.0,0.0,2.0,4.0,1.0,1.0,142.6,25.2,V
Campeonato 2022,12,Defensa y Justicia,Aldosivi,3,2,60.0,6.0,19.0,9.0,3.0,40.0,4.0,9.0,13.0,5.0,0.0,3.0,0.0,1.0,40.2,11.825,L
Campeonato 2022,13,Colon,Velez Sarsfield,2,1,35.0,5.0,10.0,5.0,5.0,65.0,3.0,14.0,6.0,9.0,0.0,1.0,1.0,0.0,43.575,50.96,L
Campeonato 2022,14,Argentinos Juniors,Tigre,2,1,45.0,4.0,13.0,12.0,4.0,55.0,4.0,10.0,7.0,5.0,4.0,2.0,1.0,1.0,29.35,19.85,L
Campeonato 2022,1,Central Cordoba,Patronato,1,3,50.0,7.0,16.0,8.0,10.0,50.0,4.0,10.0,11.0,7.0,1.0,2.0,0.0,0.0,10.725,9.5,V
Campeonato 2022,2,Sarmiento,Defensa y Justicia,2,0,39.0,7.0,11.0,10.0,3.0,61.0,7.0,18.0,10.0,9.0,3.0,3.0,1.0,0.0,12.075,40.2,L
Campeonato 2022,3,Arsenal de Sarandi,Platense,1,1,52.0,3.0,6.0,11.0,1.0,48.0,4.0,15.0,15.0,5.0,4.0,2.0,0.0,0.0,11.875,14.45,E
Campeonato 2022,4,Aldosivi,Atl Tucuman,0,1,56.0,1.0,7.0,15.0,0.0,44.0,5.0,18.0,17.0,5.0,0.0,2.0,0.0,0.0,11.825,15.825,V
Campeonato 2022,5,Independiente,Rosario Central,0,0,61.0,0.0,8.0,17.0,7.0,39.0,4.0,13.0,18.0,5.0,4.0,4.0,0.0,0.0,37.525,23.9,E
Campeonato 2022,6,Gimnasia y Esgrima La Plata,Colon,0,0,56.0,2.0,19.0,11.0,6.0,44.0,1.0,5.0,14.0,1.0,3.0,1.0,0.0,0.0,18.025,43.575,E
Campeonato 2022,7,Newells,Racing Club,0,0,31.0,2.0,6.0,13.0,2.0,69.0,4.0,10.0,13.0,8.0,2.0,4.0,0.0,0.0,32.275,62.375,E
Campeonato 2022,8,Boca Juniors,Talleres,1,0,61.0,2.0,14.0,16.0,6.0,39.0,2.0,8.0,12.0,6.0,4.0,4.0,0.0,1.0,108.145,50.15,L
Campeonato 2022,9,Union,Huracan,0,0,48.0,4.0,9.0,16.0,2.0,52.0,3.0,11.0,16.0,3.0,2.0,4.0,1.0,0.0,19.525,24.75,E
Campeonato 2022,10,Godoy Cruz,Lanus,2,1,39.0,7.0,21.0,10.0,7.0,61.0,1.0,7.0,8.0,5.0,3.0,1.0,0.0,0.0,25.2,47.775,L
Campeonato 2022,11,Banfield,San Lorenzo de Almagro,1,1,58.0,7.0,19.0,11.0,10.0,42.0,3.0,7.0,17.0,1.0,1.0,2.0,0.0,0.0,29.85,30.95,E
Campeonato 2022,12,Tigre,Estudiantes de La Plata,2,1,37.0,5.0,10.0,9.0,1.0,63.0,5.0,12.0,10.0,4.0,2.0,2.0,0.0,0.0,19.85,44.7,L
Campeonato 2022,13,Velez Sarsfield,River Plate,2,2,58.0,6.0,17.0,14.0,8.0,42.0,3.0,12.0,11.0,3.0,5.0,5.0,0.0,0.0,50.96,142.6,E
Campeonato 2022,1,Colon,Aldosivi,1,1,37.0,5.0,10.0,14.0,5.0,63.0,5.0,19.0,13.0,7.0,2.0,2.0,1.0,0.0,43.575,11.825,E
Campeonato 2022,2,Platense,Central Cordoba,2,0,46.0,8.0,14.0,10.0,10.0,54.0,6.0,16.0,7.0,5.0,3.0,2.0,1.0,1.0,14.45,10.725,L
Campeonato 2022,3,Racing Club,Arsenal de Sarandi,1,1,71.0,6.0,28.0,8.0,7.0,29.0,4.0,7.0,10.0,0.0,1.0,3.0,0.0,0.0,62.375,11.875,E
Campeonato 2022,4,Atl Tucuman,Sarmiento,1,0,63.0,8.0,25.0,12.0,7.0,37.0,2.0,7.0,11.0,0.0,2.0,3.0,0.0,0.0,15.825,12.075,L
Campeonato 2022,5,Argentinos Juniors,Boca Juniors,2,0,36.0,5.0,9.0,16.0,3.0,64.0,1.0,6.0,12.0,2.0,1.0,3.0,0.0,0.0,29.35,108.145,L
Campeonato 2022,6,San Lorenzo de Almagro,Union,2,2,36.0,2.0,3.0,14.0,0.0,64.0,6.0,20.0,11.0,13.0,2.0,2.0,0.0,0.0,30.95,19.525,E
Campeonato 2022,7,Patronato,Tigre,1,0,42.0,5.0,12.0,16.0,5.0,58.0,4.0,24.0,4.0,6.0,4.0,1.0,0.0,0.0,9.5,19.85,L
Campeonato 2022,8,Defensa y Justicia,Independiente,2,1,40.0,4.0,13.0,9.0,3.0,60.0,5.0,12.0,13.0,5.0,3.0,6.0,1.0,0.0,40.2,37.525,L
Campeonato 2022,9,Estudiantes de La Plata,Barracas Central,3,1,63.0,7.0,24.0,7.0,10.0,37.0,4.0,5.0,14.0,2.0,2.0,3.0,0.0,0.0,44.7,7.025,L
Campeonato 2022,10,Huracan,Godoy Cruz,0,0,53.0,2.0,20.0,7.0,6.0,47.0,1.0,15.0,14.0,7.0,3.0,5.0,0.0,1.0,24.75,25.2,E
Campeonato 2022,11,Lanus,Velez Sarsfield,2,2,35.0,3.0,7.0,8.0,3.0,65.0,6.0,11.0,15.0,2.0,3.0,4.0,1.0,0.0,47.775,50.96,E
Campeonato 2022,12,Rosario Central,Newells,1,0,38.0,3.0,7.0,8.0,4.0,62.0,3.0,9.0,18.0,4.0,3.0,5.0,0.0,0.0,23.9,32.275,L
Campeonato 2022,13,Talleres,Banfield,1,0,49.0,5.0,16.0,12.0,7.0,51.0,3.0,8.0,18.0,0.0,1.0,3.0,0.0,0.0,50.15,29.85,L
Campeonato 2022,14,River Plate,Gimnasia y Esgrima La Plata,1,0,60.0,9.0,20.0,14.0,7.0,40.0,3.0,9.0,17.0,4.0,1.0,3.0,0.0,0.0,142.6,18.025,L
Campeonato 2022,1,Sarmiento,Colon,1,3,55.0,7.0,23.0,7.0,4.0,45.0,4.0,12.0,14.0,5.0,3.0,4.0,0.0,0.0,12.075,43.575,V
Campeonato 2022,2,Central Cordoba,Racing Club,1,3,33.0,2.0,10.0,6.0,4.0,67.0,6.0,16.0,12.0,5.0,0.0,1.0,0.0,0.0,10.725,62.375,V
Campeonato 2022,3,Independiente,Atl Tucuman,0,1,62.0,3.0,11.0,16.0,9.0,38.0,3.0,6.0,9.0,1.0,2.0,2.0,0.0,0.0,37.525,15.825,V
Campeonato 2022,4,Tigre,Platense,3,0,59.0,6.0,20.0,9.0,3.0,41.0,2.0,8.0,18.0,5.0,2.0,4.0,0.0,0.0,19.85,14.45,L
Campeonato 2022,5,Aldosivi,River Plate,0,3,31.0,1.0,6.0,10.0,2.0,69.0,9.0,19.0,11.0,9.0,0.0,0.0,0.0,0.0,11.825,142.6,V
Campeonato 2022,6,Gimnasia y Esgrima La Plata,Lanus,1,0,43.0,7.0,19.0,14.0,2.0,57.0,3.0,11.0,16.0,9.0,3.0,6.0,0.0,1.0,18.025,47.775,L
Campeonato 2022,7,Boca Juniors,Estudiantes de La Plata,3,1,55.0,6.0,20.0,14.0,8.0,45.0,4.0,10.0,16.0,3.0,4.0,2.0,0.0,0.0,108.145,44.7,L
Campeonato 2022,8,San Lorenzo de Almagro,Talleres,1,1,60.0,5.0,18.0,14.0,7.0,40.0,4.0,10.0,7.0,3.0,4.0,6.0,0.0,1.0,30.95,50.15,E
Campeonato 2022,9,Banfield,Argentinos Juniors,1,1,38.0,2.0,7.0,17.0,1.0,62.0,2.0,15.0,12.0,1.0,4.0,2.0,0.0,0.0,29.85,29.35,E
Campeonato 2022,10,Newells,Defensa y Justicia,1,2,70.0,7.0,21.0,14.0,11.0,30.0,4.0,5.0,18.0,1.0,6.0,3.0,0.0,0.0,32.275,40.2,V
Campeonato 2022,11,Union,Godoy Cruz,2,1,51.0,8.0,22.0,13.0,6.0,49.0,4.0,17.0,9.0,5.0,1.0,3.0,0.0,1.0,19.525,25.2,L
Campeonato 2022,12,Velez Sarsfield,Huracan,1,1,48.0,4.0,11.0,12.0,3.0,52.0,6.0,14.0,8.0,4.0,4.0,4.0,0.0,0.0,50.96,24.75,E
